,file_name,obj_class,vertices,faces,face_type,bounding_box,has_holes,outlier_low,outlier_high,file_path
467,m1606.obj,Chess,2386,4750,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.6295809745788574, 0.9750000238418579, 0.6225559711456299]}",False,False,False,original_shapes\Chess\m1606.obj
468,m1607.obj,Chess,802,1600,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.5187919735908508, 0.9750000238418579, 0.5187919735908508]}",False,False,False,original_shapes\Chess\m1607.obj
469,m1608.obj,Chess,242,480,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.824999988079071, 0.9750000238418579, 0.824999988079071]}",False,False,False,original_shapes\Chess\m1608.obj
470,m1609.obj,Chess,154,304,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.5263670086860657, 0.9750000238418579, 0.5263670086860657]}",False,False,False,original_shapes\Chess\m1609.obj
471,m1610.obj,Chess,6094,12184,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.6461380124092102, 0.9750000238418579, 0.6458190083503723]}",False,False,False,original_shapes\Chess\m1610.obj
472,m1611.obj,Chess,1474,2944,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.512054979801178, 0.512054979801178]}",False,False,False,original_shapes\Chess\m1611.obj
473,m1612.obj,Chess,1282,2600,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.4241499900817871, 0.9750000238418579, 0.42415300011634827]}",False,False,False,original_shapes\Chess\m1612.obj
474,m1613.obj,Chess,282,560,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.43672001361846924, 0.9750000238418579, 0.43672001361846924]}",False,False,False,original_shapes\Chess\m1613.obj
475,m1614.obj,Chess,390,776,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.4379369914531708, 0.9750000238418579, 0.4379369914531708]}",False,False,False,original_shapes\Chess\m1614.obj
476,D01001.obj,City,6615,7853,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.2302670031785965, 0.641048014163971]}",False,False,False,original_shapes\City\D01001.obj
477,D01007.obj,City,3153,3119,Triangles,"{'min_bound': [0.048424698412418365, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.3627859950065613, 0.6258569955825806]}",False,False,False,original_shapes\City\D01007.obj
478,D01010.obj,City,1049,1948,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.7535169720649719, 0.3444029986858368, 0.9750000238418579]}",False,False,False,original_shapes\City\D01010.obj
479,D01018.obj,City,6529,10335,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.22365599870681763, 0.8951539993286133]}",False,False,False,original_shapes\City\D01018.obj
480,D01039.obj,City,1335,2022,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.8409019708633423, 0.07881449908018112, 0.9750000238418579]}",False,False,False,original_shapes\City\D01039.obj
481,D01056.obj,City,1636,1767,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.883787989616394, 0.466607004404068, 0.9750000238418579]}",False,False,False,original_shapes\City\D01056.obj
482,D01066.obj,City,9894,17091,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.09349589794874191, 0.8429030179977417]}",False,False,False,original_shapes\City\D01066.obj
483,D01068.obj,City,5535,9290,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.21011899411678314, 0.9730979800224304]}",False,False,False,original_shapes\City\D01068.obj
484,D01079.obj,City,9201,17394,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.07988890260457993, 0.9285039901733398]}",False,False,False,original_shapes\City\D01079.obj
485,D01090.obj,City,7089,13409,Triangles,"{'min_bound': [0.02500000037252903, 0.04542050138115883, 0.02500000037252903], 'max_bound': [0.8019930124282837, 0.13182500004768372, 0.9750000238418579]}",False,False,False,original_shapes\City\D01090.obj
486,D01091.obj,City,1292,2136,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.5001459717750549, 0.2157749980688095, 0.9750000238418579]}",False,False,False,original_shapes\City\D01091.obj
487,D01092.obj,City,1273,1337,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.3013240098953247, 0.9750000238418579]}",False,False,False,original_shapes\City\D01092.obj
488,D01101.obj,City,26064,35805,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.49337100982666016, 0.12251699715852737, 0.9750000238418579]}",False,False,False,original_shapes\City\D01101.obj
489,D01103.obj,City,2273,3112,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.8562279939651489, 0.18528300523757935, 0.9750000238418579]}",False,False,False,original_shapes\City\D01103.obj
490,D01124.obj,City,5138,9152,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.3231010138988495, 0.7229260206222534]}",False,False,False,original_shapes\City\D01124.obj
491,D01133.obj,City,5780,10712,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.3450089991092682, 0.9750000238418579]}",False,False,False,original_shapes\City\D01133.obj
492,D01173.obj,City,2341,4217,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.0633850023150444, 0.925000011920929]}",False,False,False,original_shapes\City\D01173.obj
493,D01181.obj,City,5135,5327,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.23601700365543365, 0.641048014163971]}",False,False,False,original_shapes\City\D01181.obj
494,D01192.obj,City,14710,16111,Triangles,"{'min_bound': [0.048424698412418365, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.3627859950065613, 0.6258569955825806]}",False,False,False,original_shapes\City\D01192.obj
495,D01195.obj,City,16857,16061,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.19849899411201477, 0.7550889849662781]}",False,False,False,original_shapes\City\D01195.obj
496,m1652.obj,City,2274,2938,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.8562279939651489, 0.18528300523757935, 0.9750000238418579]}",False,False,False,original_shapes\City\m1652.obj
497,m1654.obj,City,5538,9290,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.21011899411678314, 0.9730979800224304]}",False,False,False,original_shapes\City\m1654.obj
498,m1659.obj,City,5804,10692,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.3450089991092682, 0.9750000238418579]}",False,False,False,original_shapes\City\m1659.obj
499,m1660.obj,City,2341,4217,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.0633850023150444, 0.925000011920929]}",False,False,False,original_shapes\City\m1660.obj
500,m1661.obj,City,1344,2022,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.8409019708633423, 0.07881399989128113, 0.9750000238418579]}",False,False,False,original_shapes\City\m1661.obj
501,m1662.obj,City,9201,17394,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.07988899946212769, 0.9285039901733398]}",False,False,False,original_shapes\City\m1662.obj
502,m1664.obj,City,1049,1891,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.7535169720649719, 0.3444029986858368, 0.9750000238418579]}",False,False,False,original_shapes\City\m1664.obj
503,D00005.obj,ClassicPiano,626,3708,Triangles,"{'min_bound': [1.048408031463623, -0.023756999522447586, 0.0], 'max_bound': [2.2514030933380127, 1.4543930292129517, 1.5040240287780762]}",False,False,False,original_shapes\ClassicPiano\D00005.obj
504,D00009.obj,ClassicPiano,2027,11958,Triangles,"{'min_bound': [-0.818664014339447, -1.3057270050048828, 0.0024399999529123306], 'max_bound': [0.8011630177497864, 1.502256989479065, 1.7633850574493408]}",False,False,False,original_shapes\ClassicPiano\D00009.obj
505,D00034.obj,ClassicPiano,1611,10902,Triangles,"{'min_bound': [0.43522199988365173, -0.15240000188350677, 0.0], 'max_bound': [12.699999809265137, 11.055350303649902, 4.276280879974365]}",False,False,False,original_shapes\ClassicPiano\D00034.obj
506,D00092.obj,ClassicPiano,5901,33381,Triangles,"{'min_bound': [0.0, -12.633500099182129, -30.51650047302246], 'max_bound': [46.16450119018555, 47.223899841308594, 27.780899047851562]}",False,False,False,original_shapes\ClassicPiano\D00092.obj
507,D00120.obj,ClassicPiano,231,1311,Triangles,"{'min_bound': [-0.5457320213317871, -0.4802039861679077, 0.0004970000009052455], 'max_bound': [1.1647759675979614, 0.842195987701416, 1.5966370105743408]}",False,False,False,original_shapes\ClassicPiano\D00120.obj
508,D00190.obj,ClassicPiano,1572,10371,Triangles,"{'min_bound': [-0.15240000188350677, -1.593850016593933, 0.0], 'max_bound': [6.1908159255981445, 5.764708042144775, 5.1395487785339355]}",False,False,False,original_shapes\ClassicPiano\D00190.obj
509,D00233.obj,ClassicPiano,5204,27690,Triangles,"{'min_bound': [-33.448387145996094, -8.289069175720215, 0.34607499837875366], 'max_bound': [-6.348401069641113, 9.16711139678955, 14.968439102172852]}",False,False,False,original_shapes\ClassicPiano\D00233.obj
510,D00254.obj,ClassicPiano,1335,8016,Triangles,"{'min_bound': [1.5863499641418457, -8.646780014038086, 0.01269999984651804], 'max_bound': [4.279630184173584, -4.575510025024414, 2.069659948348999]}",False,False,False,original_shapes\ClassicPiano\D00254.obj
511,D00279.obj,ClassicPiano,7253,43107,Triangles,"{'min_bound': [-1.3062800168991089, -0.4671489894390106, 0.10721399635076523], 'max_bound': [0.740792989730835, 0.5143659710884094, 1.4300600290298462]}",False,False,False,original_shapes\ClassicPiano\D00279.obj
512,D00305.obj,ClassicPiano,1710,10353,Triangles,"{'min_bound': [-0.07494299858808517, -0.7342209815979004, 5.5667829513549805], 'max_bound': [1.820721983909607, 2.5490520000457764, 6.579607963562012]}",False,False,False,original_shapes\ClassicPiano\D00305.obj
513,D00314.obj,ClassicPiano,6800,31047,Triangles,"{'min_bound': [0.5538250207901001, 0.31416600942611694, -0.0931926965713501], 'max_bound': [2.5533199310302734, 2.726059913635254, 2.0227599143981934]}",False,False,False,original_shapes\ClassicPiano\D00314.obj
514,D00561.obj,ClassicPiano,1826,9165,Triangles,"{'min_bound': [5.557310104370117, 0.3817859888076782, 0.009661000221967697], 'max_bound': [8.155130386352539, 4.204549789428711, 2.253580093383789]}",False,False,False,original_shapes\ClassicPiano\D00561.obj
515,D00579.obj,ClassicPiano,2369,12150,Triangles,"{'min_bound': [5.559689998626709, 1.377079963684082, 0.08983819931745529], 'max_bound': [7.321569919586182, 4.401909828186035, 2.1287899017333984]}",False,False,False,original_shapes\ClassicPiano\D00579.obj
516,D00605.obj,ClassicPiano,8121,47805,Triangles,"{'min_bound': [-0.016793999820947647, 0.0, 0.0], 'max_bound': [1.3699100017547607, 2.494719982147217, 1.8569300174713135]}",False,False,False,original_shapes\ClassicPiano\D00605.obj
517,D00784.obj,ClassicPiano,5131,31437,Triangles,"{'min_bound': [-0.36694100499153137, -2.7790000438690186, -0.0], 'max_bound': [1.5215940475463867, -0.2946850061416626, 1.9356809854507446]}",False,False,False,original_shapes\ClassicPiano\D00784.obj
518,D00789.obj,ClassicPiano,3135,15573,Triangles,"{'min_bound': [0.09115699678659439, 1.065418004989624, -0.04453499987721443], 'max_bound': [4.589034080505371, 8.490103721618652, 5.1490888595581055]}",False,False,False,original_shapes\ClassicPiano\D00789.obj
519,D00811.obj,ClassicPiano,615,3606,Triangles,"{'min_bound': [0.21982499957084656, -0.3958280086517334, -0.0], 'max_bound': [1.5488829612731934, 1.2848010063171387, 1.5784189701080322]}",False,False,False,original_shapes\ClassicPiano\D00811.obj
520,D00845.obj,ClassicPiano,750,3345,Triangles,"{'min_bound': [1.5971500873565674, 8.023479461669922, 0.0], 'max_bound': [3.6984760761260986, 10.576478958129883, 2.4660558700561523]}",False,False,False,original_shapes\ClassicPiano\D00845.obj
521,D00967.obj,ClassicPiano,1420,8391,Triangles,"{'min_bound': [1.7458999156951904, 1.207260012626648, 0.6969000101089478], 'max_bound': [3.822350025177002, 3.0599899291992188, 1.9398599863052368]}",False,False,False,original_shapes\ClassicPiano\D00967.obj
522,D00983.obj,ClassicPiano,204,954,Triangles,"{'min_bound': [-0.8923760056495667, -1.3244730234146118, 0.0], 'max_bound': [1.2451640367507935, 0.40305399894714355, 0.9806429743766785]}",False,False,False,original_shapes\ClassicPiano\D00983.obj
523,D01002.obj,Computer,2591,5109,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.6486020088195801, 0.6698799729347229]}",False,False,False,original_shapes\Computer\D01002.obj
524,D01023.obj,Computer,11463,20749,Triangles,"{'min_bound': [-79.18440246582031, -123.93699645996094, -240.25999450683594], 'max_bound': [100.8239974975586, 291.25299072265625, 213.13900756835938]}",False,False,False,original_shapes\Computer\D01023.obj
525,D01026.obj,Computer,396,760,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.6988540291786194, 0.9505659937858582]}",False,False,False,original_shapes\Computer\D01026.obj
526,D01028.obj,Computer,2503,4217,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.477647989988327, 0.7241889834403992]}",False,False,False,original_shapes\Computer\D01028.obj
527,D01033.obj,Computer,2986,5666,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.6628170013427734, 0.6478859782218933, 0.9750000238418579]}",False,False,False,original_shapes\Computer\D01033.obj
528,D01037.obj,Computer,135,400,Triangles,"{'min_bound': [0.02500000037252903, 0.02975350059568882, 0.02500000037252903], 'max_bound': [0.9028300046920776, 0.8538979887962341, 0.9750000238418579]}",False,False,False,original_shapes\Computer\D01037.obj
529,D01067.obj,Computer,5026,9528,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.6991879940032959, 0.9508489966392517]}",False,False,False,original_shapes\Computer\D01067.obj
530,D01070.obj,Computer,3935,7734,Triangles,"{'min_bound': [-1.2226999998092651, -0.6643499732017517, 0.10544999688863754], 'max_bound': [1.2524900436401367, 0.6537100076675415, 3.5179500579833984]}",False,False,False,original_shapes\Computer\D01070.obj
531,D01071.obj,Computer,29,43,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.8063960075378418, 0.8063920140266418, 0.9750000238418579]}",False,True,False,original_shapes\Computer\D01071.obj
532,D01072.obj,Computer,325,618,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9104160070419312, 0.736515998840332, 0.9750000238418579]}",False,False,False,original_shapes\Computer\D01072.obj
533,D01073.obj,Computer,4638,8997,Triangles,"{'min_bound': [-15.3326997756958, -2.6987600326538086, -0.6052039861679077], 'max_bound': [18.12779998779297, 27.129199981689453, 23.366100311279297]}",False,False,False,original_shapes\Computer\D01073.obj
534,D01082.obj,Computer,4269,6365,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.7550849914550781, 0.9750000238418579, 0.6392109990119934]}",False,False,False,original_shapes\Computer\D01082.obj
535,D01085.obj,Computer,46,76,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.7035710215568542, 0.9750000238418579, 0.7488099932670593]}",False,True,False,original_shapes\Computer\D01085.obj
536,D01098.obj,Computer,668,1092,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.7508429884910583, 0.8973280191421509]}",False,False,False,original_shapes\Computer\D01098.obj
537,D01100.obj,Computer,2986,5666,Triangles,"{'min_bound': [-123.447998046875, -118.89299774169922, 11.320599555969238], 'max_bound': [-103.79299926757812, -89.61620330810547, 30.516300201416016]}",False,False,False,original_shapes\Computer\D01100.obj
538,D01102.obj,Computer,28,30,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.6289600133895874, 0.6083719730377197, 0.9750000238418579]}",False,True,False,original_shapes\Computer\D01102.obj
539,D01115.obj,Computer,6515,11211,Triangles,"{'min_bound': [-32.14045333862305, -29.64388084411621, -22.986328125], 'max_bound': [34.093292236328125, 57.29576873779297, 37.18511199951172]}",False,False,False,original_shapes\Computer\D01115.obj
540,D01128.obj,Computer,17298,34133,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9293950200080872, 0.5331060290336609, 0.9750000238418579]}",False,False,False,original_shapes\Computer\D01128.obj
541,D01164.obj,Computer,2673,5270,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.7774860262870789, 0.4214000105857849, 0.9750000238418579]}",False,False,False,original_shapes\Computer\D01164.obj
542,D01185.obj,Computer,270,538,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.909483015537262, 0.8528149724006653, 0.9750000238418579]}",False,False,False,original_shapes\Computer\D01185.obj
543,m1764.obj,Computer,668,1092,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.7508429884910583, 0.8973280191421509]}",False,False,False,original_shapes\Computer\m1764.obj
544,m1765.obj,Computer,28,30,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.6289600133895874, 0.6083719730377197, 0.9750000238418579]}",False,True,False,original_shapes\Computer\m1765.obj
545,m1766.obj,Computer,29,43,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.8063960075378418, 0.8063920140266418, 0.9750000238418579]}",False,True,False,original_shapes\Computer\m1766.obj
546,m1767.obj,Computer,2591,5109,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.6486020088195801, 0.6698799729347229]}",False,False,False,original_shapes\Computer\m1767.obj
547,m1769.obj,Computer,46,76,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.7035710215568542, 0.9750000238418579, 0.7488099932670593]}",False,True,False,original_shapes\Computer\m1769.obj
548,m1770.obj,Computer,2986,5666,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.6628170013427734, 0.6478859782218933, 0.9750000238418579]}",False,False,False,original_shapes\Computer\m1770.obj
549,m1772.obj,Computer,17301,34133,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9293950200080872, 0.5331060290336609, 0.9750000238418579]}",False,False,False,original_shapes\Computer\m1772.obj
550,m1773.obj,Computer,2503,4217,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.477647989988327, 0.7241889834403992]}",False,False,False,original_shapes\Computer\m1773.obj
551,m1774.obj,Computer,284,740,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9070780277252197, 0.8537939786911011, 0.9750000238418579]}",False,False,False,original_shapes\Computer\m1774.obj
552,m1775.obj,Computer,396,760,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.6988540291786194, 0.9505659937858582]}",False,False,False,original_shapes\Computer\m1775.obj
553,m1776.obj,Computer,270,538,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.909483015537262, 0.8528149724006653, 0.9750000238418579]}",False,False,False,original_shapes\Computer\m1776.obj
554,m1777.obj,Computer,325,618,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9104160070419312, 0.736515998840332, 0.9750000238418579]}",False,False,False,original_shapes\Computer\m1777.obj
555,m1778.obj,Computer,5026,9528,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.6991879940032959, 0.9508489966392517]}",False,False,False,original_shapes\Computer\m1778.obj
556,D00116.obj,ComputerKeyboard,805,4113,Triangles,"{'min_bound': [-25.357200622558594, -9.097649574279785, -0.4699000120162964], 'max_bound': [-7.590179920196533, -3.7890501022338867, 0.22646300494670868]}",False,False,False,original_shapes\ComputerKeyboard\D00116.obj
557,D00127.obj,ComputerKeyboard,701,3360,Triangles,"{'min_bound': [0.0, 0.0, 0.0], 'max_bound': [0.11429999768733978, 0.43814998865127563, 0.036336999386548996]}",False,False,False,original_shapes\ComputerKeyboard\D00127.obj
558,D00197.obj,ComputerKeyboard,6384,38268,Triangles,"{'min_bound': [1.377079963684082, 2.1819701194763184, 1.0076700448989868], 'max_bound': [6.047080039978027, 3.8647098541259766, 1.3558199405670166]}",False,False,False,original_shapes\ComputerKeyboard\D00197.obj
559,D00278.obj,ComputerKeyboard,1043,5118,Triangles,"{'min_bound': [0.2441370040178299, 0.4077790081501007, -0.4699000120162964], 'max_bound': [63.86249923706055, 20.77899932861328, 2.0225698947906494]}",False,False,False,original_shapes\ComputerKeyboard\D00278.obj
560,D00360.obj,ComputerKeyboard,6193,35826,Triangles,"{'min_bound': [0.0, -0.0006329999887384474, -1.3999999282532372e-05], 'max_bound': [0.4300000071525574, 0.11633100360631943, 0.01903500035405159]}",False,False,False,original_shapes\ComputerKeyboard\D00360.obj
561,D00382.obj,ComputerKeyboard,8341,40758,Triangles,"{'min_bound': [0.28354600071907043, -0.5351870059967041, 0.5722140073776245], 'max_bound': [0.77988201379776, -0.3732829988002777, 0.6065430045127869]}",False,False,False,original_shapes\ComputerKeyboard\D00382.obj
562,D00420.obj,ComputerKeyboard,7131,45807,Triangles,"{'min_bound': [0.0, -0.242248997092247, 0.0], 'max_bound': [0.47999998927116394, 0.0, 0.03999999910593033]}",False,False,False,original_shapes\ComputerKeyboard\D00420.obj
563,D00493.obj,ComputerKeyboard,1300,7944,Triangles,"{'min_bound': [0.8054490089416504, 0.21607300639152527, 0.7369480133056641], 'max_bound': [1.069350004196167, 0.7073060274124146, 0.7712690234184265]}",False,False,False,original_shapes\ComputerKeyboard\D00493.obj
564,D00525.obj,ComputerKeyboard,8309,26043,Triangles,"{'min_bound': [0.0, -0.014278000220656395, -0.0], 'max_bound': [46.0, 13.82419204711914, 1.589722990989685]}",False,False,False,original_shapes\ComputerKeyboard\D00525.obj
565,D00569.obj,ComputerKeyboard,348,2076,Triangles,"{'min_bound': [1.1712639331817627, -0.7878479957580566, 0.7769899964332581], 'max_bound': [1.3173140287399292, -0.41954800486564636, 0.8015419840812683]}",False,False,False,original_shapes\ComputerKeyboard\D00569.obj
566,D00597.obj,ComputerKeyboard,8454,50064,Triangles,"{'min_bound': [0.8903239965438843, 0.8707129955291748, 0.5199999809265137], 'max_bound': [1.0215239524841309, 1.1504520177841187, 0.542156994342804]}",False,False,False,original_shapes\ComputerKeyboard\D00597.obj
567,D00600.obj,ComputerKeyboard,1837,10497,Triangles,"{'min_bound': [0.8474159836769104, -0.0007999999797903001, 0.004234000109136105], 'max_bound': [1.3054159879684448, 0.1593949943780899, 0.041276998817920685]}",False,False,False,original_shapes\ComputerKeyboard\D00600.obj
568,D00627.obj,ComputerKeyboard,6564,38160,Triangles,"{'min_bound': [0.0, -0.0023539999965578318, 0.0], 'max_bound': [0.44999998807907104, 0.1661130040884018, 0.04837600141763687]}",False,False,False,original_shapes\ComputerKeyboard\D00627.obj
569,D00654.obj,ComputerKeyboard,1179,7401,Triangles,"{'min_bound': [5.508326053619385, -7.665221214294434, 0.27106401324272156], 'max_bound': [13.26953125, 13.435953140258789, 2.8398561477661133]}",False,False,False,original_shapes\ComputerKeyboard\D00654.obj
570,D00673.obj,ComputerKeyboard,796,4008,Triangles,"{'min_bound': [-0.004999999888241291, -0.006405999884009361, 0.0], 'max_bound': [0.453000009059906, 0.15633000433444977, 0.030750999227166176]}",False,False,False,original_shapes\ComputerKeyboard\D00673.obj
571,D00676.obj,ComputerKeyboard,7956,42939,Triangles,"{'min_bound': [0.0, -0.18087300658226013, -0.1825210005044937], 'max_bound': [5.599999904632568, 2.6895899772644043, 0.17690600454807281]}",False,False,False,original_shapes\ComputerKeyboard\D00676.obj
572,D00692.obj,ComputerKeyboard,4176,31218,Triangles,"{'min_bound': [-3.6628499031066895, 1.7523499727249146, -0.0031049998942762613], 'max_bound': [-3.254879951477051, 1.9103400707244873, 0.017511000856757164]}",False,False,False,original_shapes\ComputerKeyboard\D00692.obj
573,D00805.obj,ComputerKeyboard,6954,40641,Triangles,"{'min_bound': [1.4707000255584717, -0.13170500099658966, -0.19156600534915924], 'max_bound': [153.01199340820312, 51.3568000793457, 18.185400009155273]}",False,False,False,original_shapes\ComputerKeyboard\D00805.obj
574,D00905.obj,ComputerKeyboard,1282,7680,Triangles,"{'min_bound': [-1.6109659671783447, 1.8142049312591553, 1.1841750144958496], 'max_bound': [-1.349153995513916, 2.525576114654541, 1.2125190496444702]}",False,False,False,original_shapes\ComputerKeyboard\D00905.obj
575,D00990.obj,ComputerKeyboard,1646,9150,Triangles,"{'min_bound': [0.0, 0.0, 0.0], 'max_bound': [0.44449999928474426, 0.15240000188350677, 0.04446199908852577]}",False,False,False,original_shapes\ComputerKeyboard\D00990.obj
576,D00035.obj,Cup,235,884,Triangles,"{'min_bound': [-1.2001099586486816, -1.0092300176620483, -0.8015519976615906], 'max_bound': [0.7412750124931335, 0.9330180287361145, 0.7700520157814026]}",False,False,False,original_shapes\Cup\D00035.obj
577,D00067.obj,Cup,353,702,Triangles,"{'min_bound': [-0.9448760151863098, -0.249331995844841, -0.3536689877510071], 'max_bound': [0.694881021976471, 0.4652099907398224, 0.32250601053237915]}",False,False,False,original_shapes\Cup\D00067.obj
578,D00174.obj,Cup,12252,24500,Triangles,"{'min_bound': [-0.845196008682251, -0.3269929885864258, -0.4767780005931854], 'max_bound': [0.6766989827156067, 0.6249650120735168, 0.47614601254463196]}",False,False,False,original_shapes\Cup\D00174.obj
