file_name,obj_class,volume,surface_area,diameter,eccentricity,compactness,rectangularity,convexity,sphericity,elongation,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,A3_8,A3_9,A3_10,A3_11,A3_12,A3_13,A3_14,A3_15,A3_16,A3_17,A3_18,A3_19,A3_20,A3_21,A3_22,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D1_10,D1_11,D1_12,D1_13,D1_14,D1_15,D1_16,D1_17,D1_18,D1_19,D1_20,D1_21,D1_22,D1_23,D1_24,D1_25,D1_26,D1_27,D1_28,D1_29,D1_30,D1_31,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D2_11,D2_12,D2_13,D2_14,D2_15,D2_16,D2_17,D2_18,D2_19,D2_20,D2_21,D2_22,D2_23,D2_24,D2_25,D2_26,D2_27,D2_28,D2_29,D2_30,D2_31,D2_32,D2_33,D2_34,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D3_8,D3_9,D3_10,D3_11,D3_12,D3_13,D3_14,D3_15,D3_16,D3_17,D3_18,D3_19,D3_20,D3_21,D3_22,D3_23,D3_24,D3_25,D3_26,D3_27,D3_28,D3_29,D3_30,D3_31,D3_32,D3_33,D3_34,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9,D4_10,D4_11,D4_12,D4_13,D4_14,D4_15,D4_16,D4_17,D4_18,D4_19,D4_20,D4_21,D4_22,D4_23,D4_24,D4_25,D4_26,D4_27,D4_28,D4_29,D4_30,D4_31,D4_32,D4_33
D00933.obj,MilitaryVehicle,0.135,0.4121,-0.6601,-0.2272,0.696,0.924,1.0143,-0.6926,0.7945,0.04475,0.076,0.08475,0.0905,0.09075,0.08675,0.076,0.06775,0.05475,0.05075,0.04675,0.04675,0.03575,0.03525,0.02825,0.02575,0.01975,0.014,0.01225,0.006,0.005,0.00175,0.0,0.00525,0.00825,0.088,0.2145,0.1755,0.13125,0.127,0.12875,0.08825,0.01825,0.0035,0.0025,0.00175,0.00175,0.0005,0.0045,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.02125,0.03675,0.0465,0.05175,0.0605,0.076,0.08125,0.09725,0.1005,0.099,0.08375,0.057,0.04275,0.041,0.025,0.02525,0.0175,0.012,0.00725,0.005,0.00225,0.002,0.001,0.00075,0.00025,0.00075,0.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.0035,0.04525,0.11025,0.17375,0.21725,0.19225,0.13725,0.07875,0.03175,0.00975,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.26275,0.35375,0.2505,0.06925,0.00275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00017.obj,MilitaryVehicle,-0.3314,-0.0626,-0.3693,-0.2251,0.3884,0.2849,1.0143,-0.6405,0.1916,0.041,0.0735,0.0935,0.095,0.08725,0.08675,0.0765,0.05925,0.061,0.0515,0.04125,0.042,0.0345,0.036,0.031,0.02375,0.0175,0.0185,0.01125,0.00975,0.0065,0.00275,0.0075,0.04225,0.127,0.2075,0.188,0.14725,0.1415,0.0725,0.02475,0.02575,0.00575,0.00125,0.00075,0.0015,0.00075,0.0015,0.002,0.001,0.00125,0.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00975,0.036,0.056,0.08525,0.0865,0.1105,0.123,0.1195,0.09525,0.0745,0.0515,0.04975,0.037,0.02075,0.01825,0.008,0.0055,0.0025,0.0035,0.0015,0.001,0.001,0.001,0.0005,0.00025,0.00075,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01325,0.10475,0.2145,0.27825,0.2205,0.10925,0.04075,0.01275,0.0045,0.001,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12625,0.45525,0.34475,0.06975,0.00375,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00918.obj,MilitaryVehicle,2.5494,3.3023,-0.0948,-0.2399,3.6513,1.3281,1.0143,-0.8398,-0.1218,0.063,0.06475,0.0555,0.07075,0.09625,0.08925,0.092,0.07725,0.06875,0.053,0.04675,0.04525,0.0385,0.034,0.026,0.0185,0.01625,0.014,0.0115,0.01125,0.00525,0.00225,0.0,0.00225,0.0055,0.01275,0.01575,0.0355,0.1155,0.18775,0.15525,0.14875,0.12,0.10025,0.09225,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.02725,0.02425,0.03125,0.026,0.02575,0.02375,0.033,0.03,0.03875,0.06075,0.0965,0.108,0.0915,0.0635,0.06125,0.04625,0.0445,0.0455,0.027,0.0295,0.02275,0.01275,0.01075,0.0055,0.0035,0.00075,0.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.00875,0.043,0.07275,0.0965,0.10525,0.109,0.10775,0.12875,0.13375,0.10025,0.0685,0.0235,0.002,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05825,0.18925,0.22975,0.20625,0.16925,0.09675,0.04525,0.00525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00051.obj,MilitaryVehicle,0.836,0.8957,-0.2089,-0.2392,0.6303,0.2169,1.0143,-0.6832,-0.0943,0.0315,0.063,0.07825,0.09775,0.09075,0.09475,0.08125,0.077,0.06625,0.05825,0.05125,0.046,0.04175,0.03425,0.02375,0.0185,0.01725,0.012,0.0065,0.00475,0.003,0.00225,0.0,0.0,0.001,0.00925,0.035,0.0885,0.15375,0.16,0.103,0.1155,0.11475,0.10425,0.074,0.04025,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00325,0.00975,0.01875,0.0175,0.0205,0.0345,0.04425,0.0505,0.048,0.061,0.066,0.06475,0.06875,0.076,0.074,0.066,0.05325,0.0415,0.03525,0.02975,0.02675,0.024,0.017,0.01975,0.011,0.01,0.004,0.003,0.00075,0.0005,0.0,0.0,0.0,0.0,0.001,0.0165,0.03675,0.07275,0.11225,0.13625,0.1465,0.1555,0.12575,0.09225,0.0605,0.03225,0.01025,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.1045,0.2175,0.24775,0.228,0.14025,0.0355,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00971.obj,MilitaryVehicle,0.7801,1.3863,-0.6407,-0.2363,2.1427,1.0417,1.0143,-0.7996,0.5619,0.03125,0.0575,0.08375,0.09975,0.0865,0.08925,0.0815,0.07025,0.068,0.05725,0.0515,0.04475,0.043,0.0295,0.0305,0.02525,0.01925,0.013,0.00825,0.00475,0.004,0.00125,0.0,0.001,0.00175,0.022,0.1305,0.1865,0.135,0.13525,0.08275,0.09825,0.1,0.08875,0.01175,0.00175,0.00025,0.00275,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0145,0.02375,0.03125,0.03525,0.038,0.04875,0.0665,0.072,0.092,0.0885,0.08125,0.0755,0.0625,0.05075,0.039,0.0365,0.0325,0.0285,0.019,0.01825,0.01425,0.01175,0.00875,0.00475,0.00175,0.00025,0.0005,0.00025,0.0,0.0,0.0,0.0,0.0,0.003,0.02425,0.06475,0.1115,0.136,0.185,0.17225,0.1385,0.10025,0.04775,0.01575,0.00075,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03325,0.157,0.28125,0.2895,0.18075,0.0565,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00100.obj,MilitaryVehicle,1.7329,1.5315,-0.2534,-0.2498,0.7452,-0.0846,1.0143,-0.6992,-0.6657,0.02475,0.06025,0.06525,0.08,0.09425,0.0985,0.0995,0.0915,0.08375,0.06625,0.05425,0.04675,0.02825,0.02525,0.0205,0.019,0.01075,0.0095,0.011,0.0065,0.00325,0.001,0.0,0.0,0.0025,0.0285,0.07375,0.12975,0.2005,0.2205,0.15675,0.093,0.0645,0.02225,0.0045,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00225,0.01325,0.0205,0.03,0.03675,0.0485,0.05225,0.05775,0.0615,0.08375,0.09175,0.09475,0.09475,0.08225,0.05925,0.04925,0.03875,0.03125,0.022,0.01625,0.0075,0.00275,0.0025,0.00025,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00275,0.0255,0.064,0.1015,0.1445,0.1705,0.16925,0.14525,0.11375,0.04725,0.0135,0.002,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0245,0.1545,0.267,0.26925,0.188,0.0805,0.0145,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00799.obj,MilitaryVehicle,0.6297,0.7405,0.4467,-0.2237,0.6,0.5978,1.0143,-0.6785,-0.4749,0.0395,0.0745,0.092,0.096,0.0885,0.08475,0.073,0.06625,0.0605,0.05,0.046,0.0335,0.03775,0.03525,0.0275,0.02425,0.0225,0.01975,0.01125,0.008,0.007,0.00225,0.006,0.02075,0.02825,0.0795,0.07825,0.11875,0.08825,0.10975,0.129,0.11175,0.08075,0.06525,0.0545,0.02425,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.01375,0.0225,0.035,0.04125,0.0515,0.05925,0.0645,0.0655,0.07775,0.074,0.06575,0.05875,0.05775,0.0475,0.04725,0.04975,0.0435,0.03225,0.02825,0.01825,0.01575,0.0125,0.00675,0.003,0.00375,0.00075,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.00275,0.02725,0.06975,0.12875,0.16375,0.17225,0.13425,0.11675,0.082,0.052,0.027,0.01325,0.0075,0.00275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.19825,0.3075,0.26775,0.1465,0.0365,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00272.obj,MilitaryVehicle,1.3128,2.3748,-0.3067,-0.2114,4.1186,1.2905,1.0143,-0.8474,0.1581,0.06225,0.07925,0.087,0.0975,0.086,0.077,0.0655,0.066,0.053,0.0505,0.0475,0.03725,0.03,0.034,0.026,0.024,0.02425,0.0175,0.01125,0.01175,0.009,0.0035,0.0,0.0,0.0,0.004,0.04525,0.13075,0.15,0.11125,0.09925,0.10175,0.10725,0.116,0.116,0.0165,0.00025,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.01875,0.0285,0.03025,0.04175,0.03475,0.037,0.035,0.03675,0.05675,0.0655,0.09025,0.07825,0.066,0.04575,0.04475,0.0445,0.0345,0.038,0.03425,0.03075,0.0255,0.02,0.02025,0.0155,0.0115,0.0065,0.00325,0.0005,0.0,0.0,0.0,0.0,0.0,0.00725,0.03775,0.06875,0.10075,0.12875,0.14025,0.1325,0.1105,0.09825,0.08075,0.06025,0.02925,0.00475,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04875,0.18825,0.254,0.25175,0.17825,0.06875,0.01,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00529.obj,MilitaryVehicle,0.5666,0.8163,-0.6229,-0.2323,0.9047,0.2613,1.0143,-0.7183,-0.5155,0.03775,0.064,0.08525,0.09975,0.104,0.0925,0.082,0.06925,0.056,0.055,0.0445,0.0355,0.03775,0.0325,0.028,0.02225,0.0185,0.012,0.011,0.00725,0.0045,0.00075,0.0,0.0015,0.00425,0.0435,0.12825,0.22775,0.13675,0.118,0.08225,0.08875,0.131,0.0235,0.00575,0.00125,0.00325,0.00425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00475,0.014,0.03025,0.02825,0.047,0.0535,0.0585,0.0685,0.07475,0.09675,0.08825,0.084,0.06175,0.05825,0.04675,0.04075,0.02925,0.0285,0.02375,0.01875,0.01475,0.012,0.0085,0.00525,0.00175,0.001,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.02925,0.0735,0.1245,0.1605,0.198,0.17725,0.12875,0.07175,0.02725,0.00475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.19125,0.309,0.28525,0.15075,0.0245,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00577.obj,MilitaryVehicle,0.8476,1.149,0.0633,-0.2343,1.2354,0.632,1.0143,-0.749,0.3145,0.04125,0.06525,0.08325,0.088,0.09725,0.0815,0.079,0.06875,0.0605,0.05975,0.05275,0.04625,0.03625,0.03425,0.02675,0.022,0.015,0.01525,0.009,0.0085,0.006,0.0035,0.0,0.0,0.0,0.005,0.0275,0.09525,0.1985,0.129,0.084,0.09225,0.07325,0.1305,0.086,0.06025,0.0185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00325,0.01475,0.01825,0.02525,0.03275,0.035,0.03425,0.0415,0.0435,0.05475,0.074,0.08975,0.0725,0.069,0.0625,0.0525,0.0405,0.0395,0.0395,0.0325,0.02275,0.02075,0.01575,0.0155,0.01525,0.014,0.00875,0.006,0.0035,0.0015,0.00075,0.0,0.0,0.0,0.002,0.02175,0.0455,0.08025,0.10025,0.131,0.14725,0.146,0.12175,0.10225,0.06175,0.03175,0.00825,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305,0.13225,0.21175,0.24725,0.2135,0.12925,0.033,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00778.obj,MilitaryVehicle,0.6047,1.709,-0.58,-0.2211,4.2677,0.6418,1.0143,-0.8495,0.1981,0.05225,0.083,0.09425,0.09075,0.089,0.0765,0.0705,0.0665,0.056,0.05025,0.04525,0.0415,0.0335,0.0315,0.02775,0.0255,0.01625,0.01525,0.0145,0.0095,0.008,0.0025,0.0,0.0,0.0,0.03575,0.05975,0.117,0.15325,0.1345,0.1135,0.12025,0.11525,0.07225,0.0465,0.01525,0.002,0.0095,0.00525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0095,0.0315,0.04575,0.0405,0.03675,0.0355,0.05775,0.0515,0.09325,0.068,0.07225,0.065,0.05125,0.048,0.04175,0.0405,0.03425,0.02975,0.03175,0.02525,0.02025,0.02325,0.01475,0.009,0.00575,0.0035,0.00275,0.0035,0.0005,0.0,0.0,0.0,0.0,0.00925,0.0385,0.06775,0.11,0.15125,0.139,0.129,0.1245,0.11075,0.07675,0.03275,0.0095,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0535,0.1895,0.28575,0.25425,0.1525,0.0535,0.0105,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00611.obj,MilitaryVehicle,0.7155,1.0073,-0.6887,-0.2255,1.12,0.7602,1.0143,-0.7394,0.285,0.0415,0.08075,0.0925,0.09,0.09225,0.0865,0.06675,0.0735,0.05925,0.04625,0.04275,0.04025,0.04175,0.03625,0.026,0.0255,0.018,0.01625,0.01125,0.00675,0.004,0.002,0.0,0.0045,0.0095,0.02175,0.0875,0.11,0.1325,0.1265,0.12025,0.1305,0.1445,0.08,0.007,0.01225,0.012,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00525,0.0135,0.022,0.02875,0.03275,0.047,0.05675,0.06375,0.0605,0.0745,0.069,0.06975,0.07,0.05525,0.0485,0.0465,0.036,0.03625,0.0325,0.0345,0.0285,0.02275,0.018,0.013,0.00425,0.005,0.00325,0.002,0.00025,0.0,0.0,0.0,0.0,0.0,0.00325,0.02825,0.0605,0.1055,0.14025,0.17,0.166,0.1435,0.097,0.058,0.021,0.0065,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.17525,0.27575,0.284,0.17625,0.0535,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00173.obj,MilitaryVehicle,0.8257,1.0613,-0.3491,-0.2394,1.0454,0.2596,1.0143,-0.7326,-0.0016,0.031,0.0725,0.07575,0.09125,0.09725,0.07975,0.07925,0.073,0.06375,0.05925,0.05375,0.05675,0.04,0.034,0.024,0.02025,0.0125,0.01175,0.01075,0.0075,0.00475,0.00125,0.0,0.0,0.0,0.01775,0.07575,0.12075,0.139,0.14375,0.15125,0.133,0.09825,0.06025,0.05,0.01025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00425,0.00975,0.023,0.02975,0.03675,0.0355,0.0495,0.05325,0.06425,0.074,0.0845,0.08425,0.061,0.0615,0.05875,0.05175,0.04275,0.03575,0.032,0.0275,0.027,0.01625,0.01475,0.01,0.006,0.004,0.0015,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.00425,0.026,0.06025,0.09325,0.13425,0.15275,0.169,0.143,0.11625,0.07375,0.02275,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03575,0.14775,0.2495,0.27725,0.19,0.08975,0.00975,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00761.obj,MilitaryVehicle,0.8837,0.8767,-0.7147,-0.2418,0.5213,0.1472,1.0143,-0.6656,-0.3705,0.0305,0.063,0.08575,0.09275,0.09825,0.08825,0.078,0.071,0.06325,0.0505,0.05375,0.0505,0.03325,0.033,0.02625,0.0225,0.0205,0.0135,0.0115,0.008,0.005,0.001,0.0,0.00325,0.046,0.06575,0.11575,0.186,0.1835,0.1645,0.1,0.0725,0.039,0.0025,0.0005,0.00725,0.0135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00525,0.01525,0.03275,0.03525,0.044,0.0615,0.07675,0.09275,0.0945,0.09625,0.08325,0.07075,0.0645,0.05225,0.0455,0.03625,0.0295,0.02025,0.0135,0.0105,0.00525,0.00275,0.0045,0.003,0.00225,0.0005,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.04025,0.0915,0.14325,0.18225,0.19925,0.16125,0.112,0.0505,0.01125,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04725,0.23125,0.32625,0.25925,0.11675,0.0185,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00801.obj,MilitaryVehicle,-0.1137,0.2239,-0.7393,-0.2287,0.7408,0.1267,1.0143,-0.6987,-0.191,0.048,0.08675,0.07875,0.0955,0.093,0.06875,0.07625,0.07425,0.065,0.0535,0.04775,0.03775,0.0335,0.031,0.02675,0.02225,0.01975,0.01475,0.01175,0.00825,0.00475,0.002,0.0,0.0,0.018,0.09225,0.233,0.17475,0.14925,0.1305,0.0985,0.07925,0.01325,0.001,0.0005,0.00125,0.0025,0.001,0.00425,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00925,0.024,0.03575,0.04925,0.05075,0.0545,0.08175,0.11475,0.10625,0.102,0.073,0.065,0.05425,0.0435,0.03525,0.036,0.02625,0.01775,0.0095,0.004,0.00225,0.001,0.00125,0.001,0.00025,0.00025,0.0005,0.0005,0.00025,0.0,0.0,0.0,0.0,0.0,0.0125,0.06725,0.1185,0.1865,0.1945,0.18,0.13875,0.07725,0.02225,0.00225,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0805,0.288,0.358,0.21825,0.05275,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00952.obj,MilitaryVehicle,2.6206,2.5549,0.9103,-0.2279,1.6388,0.2287,1.0143,-0.7758,-0.6701,0.046,0.083,0.08575,0.08675,0.08425,0.075,0.0625,0.0655,0.063,0.05925,0.05375,0.0515,0.041,0.03425,0.02975,0.022,0.01925,0.0165,0.00825,0.00825,0.004,0.0005,0.00025,0.00175,0.003,0.00575,0.0205,0.0685,0.157,0.12225,0.09275,0.1255,0.2695,0.10875,0.02025,0.00325,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0175,0.0275,0.0365,0.04525,0.051,0.047,0.04925,0.05,0.0515,0.052,0.0455,0.046,0.04075,0.044,0.041,0.0495,0.0595,0.06,0.041,0.0275,0.03575,0.04225,0.02675,0.005,0.0015,0.00075,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.00275,0.0225,0.06025,0.08725,0.124,0.148,0.1565,0.1355,0.1205,0.07675,0.0455,0.0165,0.00375,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.16025,0.2495,0.28625,0.17675,0.0785,0.0175,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00932.obj,MilitaryVehicle,1.137,1.3439,-0.6768,-0.2437,1.1894,0.3947,1.0143,-0.7452,-0.1426,0.0575,0.0765,0.0685,0.07375,0.08375,0.09425,0.08475,0.0805,0.06675,0.05475,0.0465,0.0435,0.03925,0.029,0.0275,0.0185,0.0135,0.0125,0.01,0.01,0.0065,0.00225,0.00075,0.00325,0.01825,0.02475,0.037,0.09825,0.23225,0.19925,0.1595,0.119,0.07725,0.02175,0.003,0.00125,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00975,0.02925,0.0385,0.03225,0.03375,0.0405,0.043,0.05225,0.0565,0.0635,0.0625,0.084,0.10375,0.105,0.07225,0.05375,0.04225,0.02925,0.01675,0.014,0.0075,0.00425,0.002,0.00125,0.00125,0.0005,0.00025,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.05675,0.0975,0.11925,0.13125,0.144,0.136,0.12625,0.09625,0.0585,0.02225,0.0035,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05975,0.23575,0.30425,0.21825,0.11575,0.05075,0.0145,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
